duration,start_time,end_time,start_latitude,start_longitude,end_latitude,end_longitude
0.033563,2021-02-21 10:25:45.552001,2021-03-05 16:26:28.320000,46.818188,8.227512,46.818188,8.227512
0.003989,2021-03-05 16:26:42.575992,2021-03-07 03:23:19.679994,46.818188,8.227512,46.818188,8.227512
0.009202,2021-03-07 03:23:25.728001,2021-03-10 12:00:00,46.818188,8.227512,46.818188,8.227512
0.03112,2021-03-07 03:23:19.679994,2021-03-18 11:59:59.999997,46.818188,8.227512,46.818188,8.227512
0.02963,2021-03-05 16:26:28.320000,2021-03-16 12:00:00,46.818188,8.227512,46.818188,8.227512
0.008399,2021-02-21 10:25:29.136001,2021-02-24 12:00:00.000003,46.818188,8.227512,46.818188,8.227512
0.028817,2021-02-16 23:33:47.088003,2021-02-27 11:59:59.999999,46.818188,8.227512,46.818188,8.227512
0.003196,2021-01-30 03:55:45.840002,2021-01-31 07:55:34.895998,46.818188,8.227512,46.818188,8.227512
0.003382,2021-01-31 07:55:54.767993,2021-02-01 13:33:29.519996,46.818188,8.227512,46.818188,8.227512
0.012318,2021-02-01 13:33:34.272001,2021-02-06 01:27:54.720002,46.818188,8.227512,46.818188,8.227512
0.009422,2021-02-06 01:27:47.807998,2021-02-09 12:00:00.000001,46.818188,8.227512,46.818188,8.227512
0.009203,2021-02-06 01:27:54.720002,2021-02-09 10:05:00.528004,46.818188,8.227512,46.818188,8.227512
0.010178,2021-02-09 10:04:27.264000,2021-02-13 03:14:00.672000,46.818188,8.227512,46.818188,8.227512
0.066754,2021-02-13 03:14:05.856003,2021-03-09 12:00:00.000001,46.818188,8.227512,46.818188,8.227512
0.00525,2021-02-13 03:14:00.672000,2021-02-15 01:13:24.671998,46.818188,8.227512,46.818188,8.227512
0.021015,2021-02-15 01:13:07.392001,2021-02-22 17:18:36.432002,46.818188,8.227512,46.818188,8.227512
0.031057,2021-02-22 17:18:55.439993,2021-03-06 01:22:28.991990,46.818188,8.227512,46.818188,8.227512
0.045049,2021-03-06 01:22:14.735997,2021-03-22 11:59:59.999999,46.818188,8.227512,46.818188,8.227512
0.011422,2021-03-06 01:22:28.991990,2021-03-10 05:25:53.183991,46.818188,8.227512,46.818188,8.227512
0.047325,2021-03-10 05:25:58.800000,2021-03-27 12:00:00,46.818188,8.227512,46.818188,8.227512
0.002938,2021-03-10 05:25:53.183991,2021-03-11 07:10:05.951994,46.818188,8.227512,46.818188,8.227512
0.020567,2021-03-11 07:10:17.616003,2021-03-18 19:20:18.528004,46.818188,8.227512,46.818188,8.227512
0.060839,2021-03-18 18:20:17.664000,2021-04-09 23:17:16.367999,46.818188,8.227512,46.818188,8.227512
0.001337,2021-04-09 23:17:16.367999,2021-04-10 10:59:59.999997,46.818188,8.227512,46.818188,8.227512
0.001337,2021-04-09 23:17:16.367999,2021-04-10 10:59:59.999997,46.818188,8.227512,46.818188,8.227512
0.001902,2021-03-18 19:20:18.528004,2021-03-19 12:00:00.000003,46.818188,8.227512,46.818188,8.227512
0.036168,2021-03-11 07:10:05.951994,2021-03-24 11:59:59.999997,46.818188,8.227512,46.818188,8.227512
0.001366,2021-02-22 17:18:36.432002,2021-02-23 05:16:34.608001,46.818188,8.227512,46.818188,8.227512
0.011726,2021-02-23 05:16:48.864001,2021-02-27 11:59:59.999999,46.818188,8.227512,46.818188,8.227512
0.006247,2021-02-23 05:16:34.608001,2021-02-25 12:00:00.000002,46.818188,8.227512,46.818188,8.227512
0.023148,2021-02-15 01:13:24.671998,2021-02-23 11:59:59.999997,46.818188,8.227512,46.818188,8.227512
0.069822,2021-02-09 10:05:00.528004,2021-03-06 21:43:27.120002,46.818188,8.227512,46.818188,8.227512
0.000648,2021-03-06 21:42:44.351995,2021-03-07 03:23:19.679994,46.818188,8.227512,46.818188,8.227512
0.000805,2021-03-07 03:23:51.216005,2021-03-07 10:26:57.696001,46.818188,8.227512,46.818188,8.227512
0.005135,2021-03-07 10:26:40.847996,2021-03-09 07:25:38.208000,46.818188,8.227512,46.818188,8.227512
0.038878,2021-03-09 07:25:43.391996,2021-03-23 11:59:59.999998,46.818188,8.227512,46.818188,8.227512
0.000522,2021-03-09 07:25:38.208000,2021-03-09 12:00:00.000001,46.818188,8.227512,46.818188,8.227512
0.005287,2021-03-07 10:26:57.696001,2021-03-09 08:45:48.528000,46.818188,8.227512,46.818188,8.227512
0.001177,2021-03-09 08:45:28.223985,2021-03-09 19:04:06.095989,46.818188,8.227512,46.818188,8.227512
0.00449,2021-03-09 19:04:23.807998,2021-03-11 10:24:20.447999,46.818188,8.227512,46.818188,8.227512
0.013881,2021-03-11 10:24:08.783997,2021-03-16 12:00:00,46.818188,8.227512,46.818188,8.227512
0.000182,2021-03-11 10:24:20.447999,2021-03-11 11:59:59.999999,46.818188,8.227512,46.818188,8.227512
0.010453,2021-03-09 19:04:06.095989,2021-03-13 14:38:11.903992,46.818188,8.227512,46.818188,8.227512
0.035655,2021-03-13 14:38:17.520001,2021-03-26 14:58:33.599998,46.818188,8.227512,46.818188,8.227512
0.016732,2021-03-26 13:57:55.584003,2021-04-01 16:32:15.936004,46.818188,8.227512,46.818188,8.227512
0.015805,2021-04-01 16:32:53.520001,2021-04-07 11:00:00.000001,46.818188,8.227512,46.818188,8.227512
0.002417,2021-04-01 16:32:15.936004,2021-04-02 13:42:38.448002,46.818188,8.227512,46.818188,8.227512
0.013389,2021-04-02 13:42:44.496002,2021-04-07 11:00:00.000001,46.818188,8.227512,46.818188,8.227512
0.009137,2021-04-02 13:42:38.448002,2021-04-05 21:45:02.880002,46.818188,8.227512,46.818188,8.227512
0.004252,2021-04-05 21:45:08.928002,2021-04-07 11:00:00.000001,46.818188,8.227512,46.818188,8.227512
0.002609,2021-04-05 21:45:02.880002,2021-04-06 20:36:20.303999,46.818188,8.227512,46.818188,8.227512
0.00427,2021-04-06 20:36:22.896004,2021-04-08 10:00:41.616001,46.818188,8.227512,46.818188,8.227512
0.035729,2021-04-08 10:00:50.255999,2021-04-21 10:59:59.999997,46.818188,8.227512,46.818188,8.227512
0.038469,2021-04-08 10:00:41.616001,2021-04-22 11:00:00.000003,46.818188,8.227512,46.818188,8.227512
0.001506,2021-04-06 20:36:20.303999,2021-04-07 09:47:53.520001,46.818188,8.227512,46.818188,8.227512
0.000137,2021-04-07 09:47:59.568001,2021-04-07 11:00:00.000001,46.818188,8.227512,46.818188,8.227512
0.002563,2021-04-07 09:47:53.520001,2021-04-08 08:15:00.288001,46.818188,8.227512,46.818188,8.227512
0.019492,2021-04-08 08:15:00.288001,2021-04-15 10:59:59.999998,46.818188,8.227512,46.818188,8.227512
0.019492,2021-04-08 08:15:00.288001,2021-04-15 10:59:59.999998,46.818188,8.227512,46.818188,8.227512
0.0024,2021-03-26 14:58:33.599998,2021-03-27 12:00:00,46.818188,8.227512,46.818188,8.227512
0.011669,2021-03-13 14:38:11.903992,2021-03-17 20:51:25.487991,46.818188,8.227512,46.818188,8.227512
0.015427,2021-03-17 20:51:34.127996,2021-03-23 11:59:59.999998,46.818188,8.227512,46.818188,8.227512
0.006444,2021-03-17 20:51:25.487991,2021-03-20 05:18:23.471994,46.818188,8.227512,46.818188,8.227512
0.008983,2021-03-20 05:18:32.112000,2021-03-23 11:59:59.999998,46.818188,8.227512,46.818188,8.227512
0.011723,2021-03-20 05:18:23.471994,2021-03-24 11:59:59.999997,46.818188,8.227512,46.818188,8.227512
0.025027,2021-03-09 08:45:48.528000,2021-03-18 11:59:59.999997,46.818188,8.227512,46.818188,8.227512
0.03112,2021-03-07 03:23:19.679994,2021-03-18 11:59:59.999997,46.818188,8.227512,46.818188,8.227512
0.010934,2021-03-06 21:43:27.120002,2021-03-10 21:30:21.743999,46.818188,8.227512,46.818188,8.227512
0.040011,2021-03-10 21:30:13.104001,2021-03-25 12:00:00.000003,46.818188,8.227512,46.818188,8.227512
0.023667,2021-03-10 21:30:21.743999,2021-03-19 12:49:44.255997,46.818188,8.227512,46.818188,8.227512
0.021823,2021-03-19 12:49:49.871999,2021-03-27 12:00:00,46.818188,8.227512,46.818188,8.227512
0.013604,2021-03-19 12:49:44.255997,2021-03-24 11:59:59.999997,46.818188,8.227512,46.818188,8.227512
0.004134,2021-02-01 13:33:29.519996,2021-02-03 01:46:19.343996,46.818188,8.227512,46.818188,8.227512
0.001958,2021-02-03 01:45:59.903993,2021-02-03 18:55:07.391995,46.818188,8.227512,46.818188,8.227512
0.003294,2021-02-03 18:55:07.391995,2021-02-04 23:46:26.975998,46.818188,8.227512,46.818188,8.227512
0.005934,2021-02-04 23:46:58.511995,2021-02-07 03:45:53.135995,46.818188,8.227512,46.818188,8.227512
0.029153,2021-02-07 03:45:40.608004,2021-02-17 19:08:29.616002,46.818188,8.227512,46.818188,8.227512
0.012884,2021-02-17 19:08:10.175999,2021-02-22 11:59:59.999999,46.818188,8.227512,46.818188,8.227512
0.027056,2021-02-17 19:08:29.616002,2021-02-27 16:09:07.631999,46.818188,8.227512,46.818188,8.227512
0.095416,2021-02-27 15:09:21.024002,2021-04-03 10:59:59.999998,46.818188,8.227512,46.818188,8.227512
0.029663,2021-02-27 16:09:07.631999,2021-03-10 12:00:00,46.818188,8.227512,46.818188,8.227512
0.011899,2021-02-07 03:45:53.135995,2021-02-11 11:59:59.999998,46.818188,8.227512,46.818188,8.227512
0.017834,2021-02-04 23:46:26.975998,2021-02-11 11:59:59.999998,46.818188,8.227512,46.818188,8.227512
0.021128,2021-02-03 18:55:07.391995,2021-02-11 11:59:59.999998,46.818188,8.227512,46.818188,8.227512
0.066921,2021-02-03 01:46:19.343996,2021-02-27 11:59:59.999999,46.818188,8.227512,46.818188,8.227512
0.060739,2021-01-31 07:55:34.895998,2021-02-22 11:59:59.999999,46.818188,8.227512,46.818188,8.227512
0.007796,2021-01-28 22:04:32.879994,2021-01-31 18:22:07.535998,46.818188,8.227512,46.818188,8.227512
0.001976,2021-01-31 18:22:05.807996,2021-02-01 11:40:40.943997,46.818188,8.227512,46.818188,8.227512
0.001427,2021-02-01 11:40:50.016001,2021-02-02 00:10:51.887998,46.818188,8.227512,46.818188,8.227512
0.033443,2021-02-02 00:10:25.535998,2021-02-14 05:08:03.983999,46.818188,8.227512,46.818188,8.227512
0.03366,2021-02-14 05:08:18.239999,2021-02-26 12:00:00.000001,46.818188,8.227512,46.818188,8.227512
0.005008,2021-02-14 05:08:03.983999,2021-02-16 01:00:16.272002,46.818188,8.227512,46.818188,8.227512
0.011022,2021-02-16 01:00:07.632004,2021-02-20 01:33:17.424001,46.818188,8.227512,46.818188,8.227512
0.119584,2021-02-20 00:33:23.904000,2021-04-04 16:06:44.928001,46.818188,8.227512,46.818188,8.227512
0.076129,2021-04-04 16:06:35.855997,2021-05-02 10:59:59.999998,46.818188,8.227512,46.818188,8.227512
0.043252,2021-04-04 16:06:44.928001,2021-04-20 10:59:59.999999,46.818188,8.227512,46.818188,8.227512
0.014891,2021-02-20 01:33:17.424001,2021-02-25 12:00:00.000002,46.818188,8.227512,46.818188,8.227512
0.023173,2021-02-16 01:00:16.272002,2021-02-24 12:00:00.000003,46.818188,8.227512,46.818188,8.227512
0.00803,2021-02-02 00:10:51.887998,2021-02-04 22:31:25.967997,46.818188,8.227512,46.818188,8.227512
0.030303,2021-02-04 22:31:13.439998,2021-02-15 23:58:28.847998,46.818188,8.227512,46.818188,8.227512
0.051047,2021-02-15 23:58:48.720000,2021-03-06 15:09:06.911998,46.818188,8.227512,46.818188,8.227512
0.021558,2021-03-06 15:09:06.912005,2021-03-14 12:00:00.000002,46.818188,8.227512,46.818188,8.227512
0.011964,2021-03-06 15:09:06.911998,2021-03-10 23:57:23.615999,46.818188,8.227512,46.818188,8.227512
0.009594,2021-03-10 23:57:23.615999,2021-03-14 12:00:00.000002,46.818188,8.227512,46.818188,8.227512
0.001882,2021-03-10 23:57:23.615999,2021-03-11 16:26:34.367999,46.818188,8.227512,46.818188,8.227512
0.007712,2021-03-11 16:26:34.367999,2021-03-14 12:00:00.000002,46.818188,8.227512,46.818188,8.227512
0.007712,2021-03-11 16:26:34.367999,2021-03-14 12:00:00.000002,46.818188,8.227512,46.818188,8.227512
0.058907,2021-02-15 23:58:28.847998,2021-03-09 12:00:00.000001,46.818188,8.227512,46.818188,8.227512
0.015237,2021-02-04 22:31:25.967997,2021-02-10 11:59:59.999999,46.818188,8.227512,46.818188,8.227512
0.057571,2021-02-01 11:40:40.943997,2021-02-22 11:59:59.999999,46.818188,8.227512,46.818188,8.227512
0.005207,2021-01-31 18:22:07.535998,2021-02-02 15:58:55.487995,46.818188,8.227512,46.818188,8.227512
0.010504,2021-02-02 15:59:05.855995,2021-02-06 11:59:59.999997,46.818188,8.227512,46.818188,8.227512
0.132589,2021-02-02 15:58:55.487995,2021-03-23 01:27:42.191997,46.818188,8.227512,46.818188,8.227512
0.012162,2021-03-23 01:27:39.168000,2021-03-27 12:00:00,46.818188,8.227512,46.818188,8.227512
0.001203,2021-03-23 01:27:42.191997,2021-03-23 11:59:59.999998,46.818188,8.227512,46.818188,8.227512
0.020145,2020-12-07 17:13:59.162570,2020-12-15 02:11:12.410569,7.369722,12.354722,7.369722,12.354722
0.0,2021-01-16 12:00:00.000002,2021-01-16 12:00:00.000002,7.369722,12.354722,7.369722,12.354722
0.022317,2020-12-15 02:11:12.410569,2020-12-23 06:13:09.511367,7.369722,12.354722,46.818188,8.227512
0.185742,2021-01-09 16:54:00.288000,2021-03-18 11:59:59.999997,46.818188,8.227512,46.227638,2.213749
0.006388,2020-12-23 06:13:09.511367,2020-12-25 14:19:53.402567,46.818188,8.227512,46.818188,8.227512
0.012231,2021-01-12 00:51:23.184004,2021-01-16 12:00:00.000002,46.818188,8.227512,46.818188,8.227512
0.018864,2020-12-25 14:19:53.402567,2021-01-01 11:59:59.999999,46.818188,8.227512,46.818188,8.227512
0.098159,2020-12-23 15:34:46.427446,2021-01-28 12:00:00.000001,7.369722,12.354722,7.369722,12.354722
0.045231,2020-11-12 03:07:51.694293,2020-11-28 16:26:24.468695,7.369722,12.354722,7.369722,12.354722
0.033959,2020-11-28 16:26:24.468695,2020-12-11 02:44:09.550298,7.369722,12.354722,7.369722,12.354722
0.04947,2020-12-11 02:43:51.789770,2020-12-29 05:16:31.917768,7.369722,12.354722,7.369722,12.354722
0.008277,2020-12-29 04:16:37.649358,2021-01-01 04:58:07.247996,7.369722,12.354722,7.369722,12.354722
0.066432,2021-01-01 05:58:04.655998,2021-01-25 11:54:44.208000,7.369722,12.354722,7.369722,12.354722
0.10138,2021-01-25 11:54:40.320000,2021-03-03 12:00:00.000002,7.369722,12.354722,7.369722,12.354722
0.030147,2021-01-25 11:54:44.208000,2021-02-05 11:59:59.999998,7.369722,12.354722,7.369722,12.354722
0.084153,2021-01-01 04:58:07.247996,2021-01-31 22:08:56.255996,7.369722,12.354722,37.09024,-95.712891
0.167933,2021-01-31 22:09:22.608004,2021-04-03 05:14:57.696002,37.09024,-95.712891,37.09024,-95.712891
0.019835,2021-04-03 05:14:43.439995,2021-04-10 10:59:59.999997,37.09024,-95.712891,37.09024,-95.712891
0.025314,2021-04-03 05:14:57.696002,2021-04-12 11:00:00.000002,37.09024,-95.712891,37.09024,-95.712891
0.231604,2021-01-31 22:08:56.255996,2021-04-26 10:59:59.999998,37.09024,-95.712891,37.09024,-95.712891
0.003264,2020-12-29 05:16:31.917768,2020-12-30 09:56:47.431366,7.369722,12.354722,7.369722,12.354722
0.096112,2020-12-30 09:57:17.754216,2021-02-03 12:00:00.000001,7.369722,12.354722,7.369722,12.354722
0.035907,2020-12-30 09:56:47.431366,2021-01-12 12:35:44.880000,7.369722,12.354722,7.369722,12.354722
0.011778,2021-01-12 12:35:33.215998,2021-01-16 19:46:04.224000,7.369722,12.354722,7.369722,12.354722
0.021425,2021-01-16 19:45:49.968000,2021-01-24 15:26:48.767997,7.369722,12.354722,7.369722,12.354722
0.007915,2021-01-24 15:27:04.752005,2021-01-27 12:47:12.192002,7.369722,12.354722,7.369722,12.354722
0.005128,2021-01-27 12:47:37.247993,2021-01-29 09:42:53.855993,7.369722,12.354722,7.369722,12.354722
0.087933,2021-01-29 09:42:24.912002,2021-03-02 12:00:00.000003,7.369722,12.354722,7.369722,12.354722
0.011186,2021-01-29 09:42:53.855993,2021-02-02 11:42:15.551992,7.369722,12.354722,51.165691,10.451526
0.088157,2021-02-02 11:42:17.712006,2021-03-06 15:57:36.864003,51.165691,10.451526,51.165691,10.451526
0.011218,2021-03-06 15:57:05.327999,2021-03-10 18:13:16.176002,51.165691,10.451526,51.165691,10.451526
0.007509,2021-03-10 18:13:16.176002,2021-03-13 12:00:00.000003,51.165691,10.451526,51.165691,10.451526
0.003762,2021-03-10 18:13:16.176002,2021-03-12 03:10:34.608004,51.165691,10.451526,51.165691,10.451526
0.003747,2021-03-12 03:10:34.608004,2021-03-13 12:00:00.000003,51.165691,10.451526,51.165691,10.451526
0.003747,2021-03-12 03:10:34.608004,2021-03-13 12:00:00.000003,51.165691,10.451526,51.165691,10.451526
0.015128,2021-03-06 15:57:36.864003,2021-03-12 04:28:53.472003,51.165691,10.451526,51.165691,10.451526
0.021542,2021-03-12 04:28:38.783997,2021-03-20 01:11:07.295996,51.165691,10.451526,51.165691,10.451526
0.034609,2021-03-20 00:11:35.375997,2021-04-01 15:22:04.799999,51.165691,10.451526,51.165691,10.451526
0.01594,2021-04-01 15:21:56.160001,2021-04-07 11:00:00.000001,51.165691,10.451526,51.165691,10.451526
0.005767,2021-04-01 15:22:04.799999,2021-04-03 17:53:12.912002,51.165691,10.451526,51.165691,10.451526
0.007433,2021-04-03 17:53:12.912002,2021-04-06 11:00:00.000002,51.165691,10.451526,51.165691,10.451526
0.007433,2021-04-03 17:53:12.912002,2021-04-06 11:00:00.000002,51.165691,10.451526,51.165691,10.451526
0.006714,2021-03-20 01:11:07.295996,2021-03-22 11:59:59.999999,51.165691,10.451526,51.165691,10.451526
0.003598,2021-03-12 04:28:53.472003,2021-03-13 12:00:00.000003,51.165691,10.451526,51.165691,10.451526
0.055225,2021-02-02 11:42:15.551992,2021-02-22 15:28:31.151994,51.165691,10.451526,50.503887,4.469936
0.021521,2021-02-22 15:28:33.744006,2021-03-02 12:00:00.000003,50.503887,4.469936,50.503887,4.469936
0.002343,2021-02-22 15:28:31.151994,2021-02-23 11:59:59.999997,50.503887,4.469936,50.503887,4.469936
0.021828,2021-01-27 12:47:12.192002,2021-02-04 12:00:00,7.369722,12.354722,7.369722,12.354722
0.054656,2021-01-24 15:26:48.767997,2021-02-13 14:14:00.383998,7.369722,12.354722,7.369722,12.354722
0.04632,2021-02-13 14:14:12.480005,2021-03-02 12:00:00.000003,7.369722,12.354722,7.369722,12.354722
0.090156,2021-02-13 14:14:00.383998,2021-03-18 11:59:59.999997,7.369722,12.354722,51.165691,10.451526
0.015941,2021-01-16 19:46:04.224000,2021-01-22 15:24:39.600003,7.369722,12.354722,7.369722,12.354722
0.1092,2021-01-22 15:24:28.799998,2021-03-03 12:00:00.000002,7.369722,12.354722,7.369722,12.354722
0.01522,2021-01-22 15:24:39.600003,2021-01-28 04:44:17.520003,7.369722,12.354722,7.369722,12.354722
0.006309,2021-01-28 04:43:59.375996,2021-01-30 11:59:59.999999,7.369722,12.354722,7.369722,12.354722
0.100956,2021-01-28 04:44:17.520003,2021-03-06 01:06:45.936003,7.369722,12.354722,-1.940278,29.873888
0.0,2021-03-20 12:00:00.000002,2021-03-20 12:00:00.000002,-1.940278,29.873888,-1.940278,29.873888
0.010673,2021-03-06 01:06:45.936003,2021-03-09 22:36:29.664003,-1.940278,29.873888,51.165691,10.451526
0.003956,2021-03-09 21:36:49.104006,2021-03-11 08:16:05.520007,51.165691,10.451526,51.165691,10.451526
0.065316,2021-03-11 08:15:33.984003,2021-04-04 04:25:39.360001,51.165691,10.451526,51.165691,10.451526
0.001604,2021-04-04 04:26:01.824001,2021-04-04 18:29:05.568002,51.165691,10.451526,51.165691,10.451526
0.001886,2021-04-04 18:28:43.104003,2021-04-05 11:00:00.000003,51.165691,10.451526,51.165691,10.451526
0.034762,2021-04-04 18:29:05.568002,2021-04-17 11:00:00.000002,51.165691,10.451526,51.165691,10.451526
0.00349,2021-04-04 04:25:39.360001,2021-04-05 11:00:00.000003,51.165691,10.451526,51.165691,10.451526
0.026177,2021-03-11 08:16:05.520007,2021-03-20 21:34:43.392006,51.165691,10.451526,51.165691,10.451526
0.004161,2021-03-20 21:34:11.855995,2021-03-22 10:01:13.151997,51.165691,10.451526,51.165691,10.451526
0.013414,2021-03-22 10:01:42.095995,2021-03-27 07:32:05.999996,51.165691,10.451526,51.165691,10.451526
0.017328,2021-03-27 07:32:08.592008,2021-04-02 15:19:44.400005,51.165691,10.451526,51.165691,10.451526
0.06252,2021-04-02 15:19:29.280001,2021-04-25 11:00:00,51.165691,10.451526,51.165691,10.451526
0.007725,2021-04-02 15:19:44.400005,2021-04-05 11:00:00.000003,51.165691,10.451526,51.165691,10.451526
0.003293,2021-03-27 07:32:05.999996,2021-03-28 12:22:54.047995,51.165691,10.451526,51.165691,10.451526
0.002582,2021-03-28 12:22:54.047995,2021-03-29 10:59:59.999998,51.165691,10.451526,51.165691,10.451526
0.002582,2021-03-28 12:22:54.047995,2021-03-29 10:59:59.999998,51.165691,10.451526,51.165691,10.451526
0.018285,2021-03-22 10:01:13.151997,2021-03-29 02:11:48.912000,51.165691,10.451526,51.165691,10.451526
0.008984,2021-03-29 02:12:23.039995,2021-04-01 08:54:22.463996,51.165691,10.451526,51.165691,10.451526
0.011199,2021-04-01 08:53:48.336002,2021-04-05 11:00:00.000003,51.165691,10.451526,51.165691,10.451526
0.004169,2021-04-01 08:54:22.463996,2021-04-02 21:25:36.047998,51.165691,10.451526,51.165691,10.451526
0.056344,2021-04-02 21:25:35.615999,2021-04-23 11:00:00.000002,51.165691,10.451526,51.165691,10.451526
0.026207,2021-04-02 21:25:36.047998,2021-04-12 11:00:00.000002,51.165691,10.451526,51.165691,10.451526
0.012775,2021-03-29 02:11:48.912000,2021-04-02 18:06:21.311998,51.165691,10.451526,51.165691,10.451526
0.003261,2021-04-02 18:06:23.904003,2021-04-03 22:40:22.800005,51.165691,10.451526,51.165691,10.451526
0.07264,2021-04-03 22:40:24.959997,2021-04-30 11:00:00,51.165691,10.451526,51.165691,10.451526
0.002202,2021-04-03 22:40:22.800005,2021-04-04 17:57:45.072002,51.165691,10.451526,51.165691,10.451526
0.001728,2021-04-04 17:58:16.607998,2021-04-05 09:06:30.815997,51.165691,10.451526,51.165691,10.451526
0.000216,2021-04-05 09:06:28.224006,2021-04-05 11:00:00.000003,51.165691,10.451526,51.165691,10.451526
0.015812,2021-04-05 09:06:30.815997,2021-04-11 03:37:18.048000,51.165691,10.451526,51.165691,10.451526
0.061117,2021-04-11 03:36:54.287998,2021-05-03 10:59:59.999997,51.165691,10.451526,51.165691,10.451526
0.003582,2021-04-11 03:37:18.048000,2021-04-12 11:00:00.000002,51.165691,10.451526,51.165691,10.451526
0.000477,2021-04-04 17:57:45.072002,2021-04-04 22:08:27.744003,51.165691,10.451526,51.165691,10.451526
0.020646,2021-04-04 22:08:27.744003,2021-04-12 11:00:00.000002,51.165691,10.451526,51.165691,10.451526
0.020646,2021-04-04 22:08:27.744003,2021-04-12 11:00:00.000002,51.165691,10.451526,51.165691,10.451526
0.005724,2021-04-02 18:06:21.311998,2021-04-04 20:14:53.376001,51.165691,10.451526,51.165691,10.451526
0.056478,2021-04-04 20:15:09.792000,2021-04-25 11:00:00,51.165691,10.451526,51.165691,10.451526
0.001684,2021-04-04 20:14:53.376001,2021-04-05 11:00:00.000003,51.165691,10.451526,51.165691,10.451526
0.014197,2021-03-20 21:34:43.392006,2021-03-26 01:56:39.984005,51.165691,10.451526,51.165691,10.451526
0.009253,2021-03-26 01:56:37.391999,2021-03-29 10:59:59.999998,51.165691,10.451526,51.165691,10.451526
0.028431,2021-03-26 01:56:39.984005,2021-04-05 11:00:00.000003,51.165691,10.451526,51.165691,10.451526
0.028926,2021-03-09 22:36:29.664003,2021-03-20 12:00:00.000002,51.165691,10.451526,51.165691,10.451526
0.029992,2021-01-12 12:35:44.880000,2021-01-23 11:19:32.592000,7.369722,12.354722,46.227638,2.213749
0.009453,2021-01-23 11:19:23.952002,2021-01-26 22:07:53.759998,46.227638,2.213749,46.227638,2.213749
0.166659,2021-01-26 21:07:52.896001,2021-03-28 17:03:51.120001,46.227638,2.213749,46.227638,2.213749
0.023965,2021-03-28 17:03:59.759999,2021-04-06 11:00:00.000002,46.227638,2.213749,46.227638,2.213749
0.015731,2021-03-28 17:03:51.120001,2021-04-03 10:52:03.936000,46.227638,2.213749,46.227638,2.213749
0.065768,2021-04-03 10:52:20.351999,2021-04-27 10:59:59.999997,46.227638,2.213749,46.227638,2.213749
0.010974,2021-04-03 10:52:03.936000,2021-04-07 11:00:00.000001,46.227638,2.213749,46.227638,2.213749
0.121408,2021-01-26 22:07:53.759998,2021-03-12 05:39:56.447998,46.227638,2.213749,46.227638,2.213749
